u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup
-8.0,66.16010414093174,58.31821311453892,66.16010414093165,58.318213114538906
-7.0,65.63435286827114,58.79303098240089,65.63435286827124,58.7930309824008
-6.0,65.11189950191725,59.27127529914884,65.11189950191715,59.271275299148904
-5.0,64.5927590003664,59.75294267293861,64.5927590003664,59.75294267293857
-4.0,64.07694549242157,60.23802879437782,64.07694549242146,60.23802879437799
-3.0,63.56447226353943,60.72652843739079,63.564472263539436,60.726528437390854
-2.0,63.055351743239335,61.218435461288394,63.05535174323922,61.218435461288394
-1.0,62.549595493599966,61.71374281405066,62.549595493599966,61.713742814050626
0.0,62.739093292497515,62.361735063503644,63.16183883814611,61.947898571528775
1.0,62.17966106894272,62.923332505006414,62.179661068942686,62.923332505006314
2.0,61.08719744454269,63.132933036445024,61.08719744454267,63.13293303644496
3.0,60.594351732770875,63.64154690541213,60.59435173277082,63.641546905412085
4.0,60.10491511962379,64.15351363036898,60.10491511962387,64.15351363036899
5.0,59.61889389815431,64.66882087081379,59.618893898154354,64.66882087081376
6.0,59.49480774762067,65.51842624027539,59.49480774762066,65.5184262402754
7.0,59.01598226812903,66.04108905521916,59.01598226812902,66.04108905521916
8.0,58.540584872076955,66.56704918906955,58.54058487207685,66.56704918906955
9.0,58.06861812266707,67.09629083029049,58.068618122666976,67.0962908302905
10.0,57.24017470512672,67.29497369373435,57.24017470512665,67.29497369373429
11.0,56.774726599100944,67.83001787158534,56.774726599100916,67.83001787158535
12.0,58.94056605482492,71.39337604691266,58.940566054824984,71.39337604691264
13.0,58.464514147960415,71.95369055488796,58.4645141479604,71.95369055488798
14.0,57.99194369008301,72.51716172717632,57.99194369008305,72.51716172717627
15.0,57.522854848133896,73.08376606643935,57.522854848133846,73.08376606643941
16.0,57.05724685818416,73.65347942862685,57.05724685818414,73.65347942862678
17.0,56.59511803226225,74.22627704697658,56.59511803226219,74.22627704697658
18.0,56.1364657663045,74.80213355654226,56.13646576630454,74.80213355654223
19.0,55.6812865492036,75.38102301918278,55.68128654920355,75.38102301918278
