u,LL0_Kp_Sdown,LL1_Kp_Sdown,LLm2_Kp_Sdown,LL2_Kp_Sdown,LL0_Km_Sdown,LL1_Km_Sdown,LLm2_Km_Sdown,LL2_Km_Sdown,LL0_Kp_Sup,LL1_Kp_Sup,LLm2_Kp_Sup,LL2_Kp_Sup,LL0_Km_Sup,LL1_Km_Sup,LLm2_Km_Sup,LL2_Km_Sup,fermi_energy
-8.0,-27.15145844137176,-18.6562326269,-57.09962981067581,49.16902850965725,-19.238354185491275,-12.113605440095757,-57.987407527717735,48.84973553173327,-3.488462551297184,2.259105473682963,-55.5942298106758,50.67442850965726,4.424641704583308,8.801732660487232,-56.482007527717734,50.35513553173328,-7.8010339956964705
-7.0,-26.657183819388397,-18.24744120450716,-57.134043769655165,49.127950407862315,-19.733176963339634,-12.522638861585577,-57.91096734332612,48.84867052784901,-2.9941879293138336,2.6678968960758733,-55.628643769655156,50.63335040786232,3.929818926734968,8.392699238997402,-56.40556734332611,50.35407052784902,-7.758413395449705
-6.0,-26.162864200004297,-17.838632902786404,-57.17127604343563,49.08969509254946,-20.227971027171943,-12.931656828808391,-57.83729834127488,48.85038781567796,-2.4998683099297203,3.0767051977965987,-55.665876043435624,50.59509509254947,3.4350248629026168,7.983681271774592,-56.33189834127487,50.35578781567797,-7.715762569369056
-5.0,-25.668500891303644,-17.429807839080937,-57.21132629402582,49.05426270029301,-20.722735337046597,-13.340659253187908,-57.76640684828493,48.8548932486533,-2.0055050012290807,3.4855302615020807,-55.705926294025815,50.559662700293,2.9402605530279833,7.574678847395054,-56.26100684828492,50.36029324865329,-7.673082127208494
-4.0,-25.17409517541285,-17.020966127968432,-57.254193711273246,49.02165289549717,-21.217468837166095,-13.749646044462965,-57.698298750416065,48.86219223935923,-1.5110992853382843,3.8943719726145236,-55.74879371127324,50.52705289549718,2.4455270529084454,7.165692056120008,-56.19289875041606,50.36759223935924,-7.630372664900625
-3.0,-24.679648309494866,-16.612107881357826,-57.2998770133178,48.99186487083537,-21.71217045516526,-14.158617110603677,-57.63297948836502,48.872289754843976,-1.016652419420309,4.303230219225144,-55.794477013317795,50.49726487083538,1.950825434909296,6.756720989979301,-56.127579488365015,50.377689754843985,-7.587634765011993
-2.0,-24.18516152671055,-16.20323320858455,-57.348374447451974,48.96489734809461,-22.206839101377597,-14.567572357725647,-57.57045405311882,48.88519031228756,-0.522165636635977,4.712104891998436,-55.842974447451965,50.470297348094604,1.4561567886969626,6.347765742857331,-56.06505405311882,50.39059031228756,-7.544868997180812
-1.0,-23.690636037149602,-15.794342216504456,-57.39968379138522,48.940748579425886,-22.701473668083008,-14.976511690004187,-57.510726981971324,48.90089797503468,-0.02764014707502909,5.120995884078519,-55.89428379138522,50.44614857942588,0.9615222219916031,5.938826410578802,-56.00532698197132,50.40629797503469,-7.502075918539608
0.0,-23.014352263895933,-15.26657573090511,-57.45380235491087,48.919416348995114,-23.014351922251763,-15.26657597446861,-57.45380235491087,48.919416348995114,0.4716724430693584,5.537887954377705,-55.94840235491087,50.42481634899512,0.4716724334292141,5.53788794194127,-55.94840235491087,50.42481634899512,-7.397451648737948
1.0,-22.701473668082958,-14.976511690004171,-57.510726981971324,48.90089797503468,-23.690636037149588,-15.79434221650447,-57.39968379138522,48.940748579425886,0.9615222219915902,5.9388264105788044,-56.00532698197132,50.40629797503469,-0.027640147075027623,5.120995884078519,-55.89428379138522,50.44614857942588,-7.5020759185395995
2.0,-22.20683910137761,-14.567572357725648,-57.57045405311882,48.88519031228756,-24.18516152671053,-16.203233208584535,-57.348374447451974,48.96489734809461,1.4561567886969624,6.34776574285733,-56.06505405311882,50.39059031228756,-0.5221656366359761,4.712104891998438,-55.842974447451965,50.470297348094604,-7.544868997180812
3.0,-21.712170455165275,-14.158617110603684,-57.63297948836502,48.872289754843976,-24.679648309494873,-16.612107881357822,-57.2998770133178,48.99186487083537,1.9508254349092993,6.7567209899792955,-56.127579488365015,50.377689754843985,-1.0166524194203095,4.303230219225142,-55.794477013317795,50.49726487083538,-7.587634765011996
4.0,-21.217468837166127,-13.74964604446296,-57.698298750416065,48.86219223935923,-25.174095175412845,-17.020966127968446,-57.254193711273246,49.02165289549717,2.445527052908446,7.16569205612001,-56.19289875041606,50.36759223935924,-1.5110992853382794,3.8943719726145303,-55.74879371127324,50.52705289549718,-7.630372664900619
5.0,-20.722735337046586,-13.340659253187933,-57.76640684828493,48.8548932486533,-25.668500891303694,-17.429807839080905,-57.21132629402582,49.05426270029301,2.9402605530279873,7.574678847395063,-56.26100684828492,50.36029324865329,-2.0055050012290794,3.4855302615020745,-55.705926294025815,50.559662700293,-7.673082127208506
6.0,-20.227971027171964,-12.931656828808402,-57.83729834127488,48.85038781567796,-26.162864200004307,-17.838632902786394,-57.17127604343563,49.08969509254946,3.435024862902617,7.9836812717745955,-56.33189834127487,50.35578781567797,-2.4998683099297243,3.0767051977965916,-55.665876043435624,50.59509509254947,-7.715762569369063
7.0,-19.73317696333961,-12.522638861585605,-57.91096734332612,48.84867052784901,-26.657183819388383,-18.247441204507105,-57.134043769655165,49.127950407862315,3.9298189267349715,8.3926992389974,-56.40556734332611,50.35407052784902,-2.9941879293138403,2.667896896075865,-55.628643769655156,50.63335040786232,-7.758413395449723
8.0,-19.238354185491218,-12.113605440095768,-57.987407527717735,48.84973553173327,-27.151458441371787,-18.65623262690001,-57.09962981067581,49.16902850965725,4.424641704583308,8.801732660487227,-56.482007527717734,50.35513553173328,-3.4884625512971867,2.2591054736829617,-55.5942298106758,50.67442850965726,-7.801033995696477
9.0,-18.743503718407723,-11.704556651314574,-58.06661213211497,48.853576538081015,-27.645686730884982,-19.065007049758975,-57.06803403228129,49.21292878915881,4.919492171666867,9.210781449268419,-56.56121213211497,50.35897653808101,-3.982690840810395,1.8503310508239899,-55.56263403228129,50.71832878915882,-7.843623746062485
10.0,-18.248626572385017,-11.2954925806993,-58.14857396395286,48.86018682719451,-28.13986732480997,-19.473764349915264,-57.03925582840806,49.259650165765535,5.414369317689566,9.619845519883675,-56.64317396395286,50.365586827194505,-4.47687143473536,1.4415737506676927,-55.53385582840806,50.765050165765544,-7.88618200771733
11.0,-17.75372374389422,-10.886413312271,-58.23328540614598,48.869559254622914,-28.63399883087913,-19.882504401136433,-57.01329412191274,49.309191087832204,5.909272146180357,10.028924788311981,-56.72788540614598,50.37495925462291,-4.971002940804548,1.032833699446545,-55.50789412191274,50.8145910878322,-7.928708126537774
12.0,0.6300342620886995,8.932662178220003,-54.03863179103434,53.86016203440432,-30.300264361346013,-19.87524988774894,-62.10815549148945,44.59750367559518,2.135434262088704,10.438062178220012,-52.53323179103439,55.365562034404334,-28.794864361346047,-18.36984988774896,-60.602755491489454,46.10290367559525,-8.86990781283013
13.0,1.1560002245418513,9.377930212883314,-54.16582160005921,53.88052340837383,-30.825671817820933,-20.32057239679082,-62.0929050316557,44.69179674005037,2.661400224541852,10.883330212883324,-52.66042160005921,55.38592340837384,-29.32027181782093,-18.8151723967908,-60.58750503165572,46.19719674005044,-8.829586086124474
14.0,1.6818321360870456,9.823045431231826,-54.29610173358996,53.90418522611039,-31.35097152068881,-20.76580796309126,-62.08102053382648,44.78939620495153,3.187232136087057,11.32844543123182,-52.79070173359,55.40958522611042,-29.84557152068873,-19.260407963091264,-60.57562053382654,46.29479620495155,-8.78928791350211
15.0,2.2075434018537026,10.268014327790745,-54.42945307447135,53.931131858502006,-31.876168067019428,-21.21096749613737,-62.07249604977405,44.89029063848592,3.712943401853703,11.773414327790736,-52.92405307447142,55.436531858502,-30.370768067019554,-19.705567496137352,-60.56709604977405,46.39569063848597,-8.749012047141825
16.0,2.733134097454092,10.712835099943447,-54.56585450374924,53.961346574928506,-32.40125779816518,-21.65604961845868,-62.06732479642761,44.99446641427809,4.238534097454092,12.218235099943447,-53.06045450374928,55.46674657492844,-30.89585779816524,-20.15064961845865,-60.5619247964276,46.49986641427808,-8.70875776050228
17.0,3.2586010460484496,11.15750398104044,-54.70528393859653,53.994811941313664,-32.92623503890475,-22.101049884613232,-62.06549924761531,45.101908695167054,4.764001046048446,12.662903981040465,-53.199883938596585,55.50021194131373,-31.4208350389048,-20.59564988461325,-60.56009924761531,46.60730869516713,-8.668524419282399
18.0,3.783940088155025,11.602016649863168,-54.84771864771152,54.03150987335955,-33.45109347101038,-22.545962873970733,-62.06701110655848,45.2126017370255,5.289340088155021,13.10741664986317,-53.34231864771154,55.53690987335964,-31.945693471010355,-21.0405628739707,-60.56161110655847,46.71800173702554,-8.628311392907838
19.0,4.309146751146339,12.046368644432691,-54.99313537632122,54.07142165483637,-33.97582653222071,-22.990782815505817,-62.07185129195905,45.32652900844452,5.814546751146343,13.55176864443269,-53.48773537632124,55.57682165483627,-32.470426532220664,-21.48538281550584,-60.56645129195904,46.83192900844449,-8.58811803217975
